id,log_feature,volume
773,376,1
773,375,1
773,289,1
773,283,1
773,368,1
773,374,1
13164,374,1
13164,283,2
13164,375,4
13164,291,2
13164,376,2
13164,368,2
4614,376,2
4614,375,2
4614,283,2
4614,291,2
4614,368,2
403,283,5
403,375,6
403,368,5
403,291,4
403,376,5
10331,368,6
10331,291,5
10331,375,5
10331,283,5
10331,290,1
10331,376,6
14243,370,3
14243,376,10
14243,367,1
14243,166,1
14243,50,1
14243,378,5
14243,289,20
14243,375,1
14243,283,2
14243,285,17
14243,219,1
14243,373,1
14243,368,10
14243,291,2
14243,374,3
14243,134,1
1791,283,2
1791,368,1
1791,291,1
1791,375,1
1791,376,1
9195,283,1
9195,289,1
5522,375,1
5522,368,1
5522,291,1
14516,368,1
14516,291,1
14516,283,1
14516,375,1
14516,376,1
14788,283,8
14788,368,6
14788,291,8
14788,376,7
1695,283,8
1695,368,5
1695,291,7
1695,376,6
3210,368,1
3210,376,1
3210,283,1
3210,291,1
11205,368,4
11205,283,1
11205,375,3
11205,290,1
11205,376,4
480,283,1
6742,374,1
6742,283,1
12407,376,4
12407,375,3
12407,283,1
12407,291,1
12407,368,4
12407,378,2
7253,283,2
7253,293,1
7253,375,2
7253,376,2
7253,368,2
7253,378,1
7253,291,1
12876,283,8
12876,376,8
12876,378,1
12876,291,8
12876,368,8
4333,283,8
4333,291,8
4333,368,8
4333,376,8
8046,378,1
8046,283,1
8046,368,1
8046,375,1
8046,376,1
8046,293,1
8046,291,1
8046,374,1
14972,368,1
17230,289,1
5383,374,1
16359,376,2
16359,375,2
16359,368,2
17172,283,2
17172,368,2
17172,291,1
17172,376,1
17172,374,1
17172,375,1
4088,376,1
4088,291,4
4088,368,1
4088,283,4
10134,125,1
10134,120,1
10134,291,6
10134,368,6
10134,290,1
10134,376,4
10134,283,4
10134,375,7
11042,375,1
11042,283,2
11042,368,1
11042,291,2
11042,376,1
15376,375,1
15376,376,1
15376,368,1
15376,378,1
12025,375,1
12025,368,1
12025,376,1
15593,376,2
15593,375,3
15593,368,2
15593,283,1
15593,291,1
5796,219,1
12,134,1
15198,367,1
15198,370,1
15198,288,1
15198,374,1
7921,370,1
15685,219,1
15685,134,1
6138,134,1
6138,370,3
6138,219,1
15203,71,5
15203,193,10
17242,71,4
17242,193,1
6900,71,25
6900,193,29
9065,71,15
9065,193,19
8555,71,6
8555,193,2
17138,193,8
17138,201,299
17138,80,253
17138,71,8
15009,71,9
15009,193,12
10315,193,3
10315,71,3
3902,193,4
3902,71,3
9751,193,2
9751,71,1
15880,193,2
8689,193,2
8689,71,2
15858,134,1
15858,219,1
203,71,2
18403,71,3
18403,193,2
7270,71,7
7270,193,6
7270,134,1
7270,219,1
18119,193,1
18119,71,1
7065,71,7
7065,193,8
10942,80,1
10942,201,1
17511,71,4
10922,196,2
10922,74,2
1581,74,1
1581,71,2
1581,193,1
1581,196,1
16189,196,1
16189,74,1
18369,71,7
18369,193,1
6822,71,3
6822,193,1
18087,71,189
18087,193,78
3384,108,1
3384,71,180
3384,193,53
18448,193,41
18448,71,131
4183,193,8
4183,71,71
714,193,3
714,71,2
2396,193,1
2396,201,1
2396,80,1
2396,71,1
16709,71,5
16709,193,3
9001,193,1
9001,71,2
12063,71,3
16101,71,1
16941,193,3
16941,71,20
17028,71,3
14862,71,1
14862,193,1
6505,193,1
6505,71,2
17992,71,23
17992,196,1
17992,193,1
12463,193,1
12463,71,4
1839,71,2
13553,71,8
16230,71,4
692,71,11
692,193,8
2996,71,1
4967,71,3
4967,193,2
11242,193,2
16895,193,2
16895,71,6
12707,71,6
12707,193,1
4379,71,2
4379,193,2
8715,193,1
8715,71,3
2071,71,1
2071,193,1
17058,71,7
17058,193,1
2342,71,4
7650,193,5
7650,71,5
10998,71,30
10998,193,20
6264,71,2
18231,312,1
18231,232,1
18231,227,1
18231,307,1
14772,313,1
14772,312,5
14772,232,3
14772,307,3
14772,227,1
10341,232,4
10341,227,4
10348,134,1
10348,219,1
5978,134,2
5978,219,1
2546,135,1
15231,219,1
15231,134,1
652,53,1
8362,305,2
8362,75,1
8362,222,1
3710,75,2
3710,306,2
8826,54,1
8826,345,1
8826,306,2
8826,75,4
14014,222,2
14014,75,2
8336,134,1
8336,306,1
8336,75,1
14158,197,6
14158,222,1
14158,305,1
14158,223,2
14158,306,2
14158,75,4
11266,170,7
11266,345,1
11266,304,1
11266,54,6
11266,222,1
11266,273,1
3533,170,1
3533,273,1
3533,345,1
3533,222,1
3533,54,2
3533,306,2
3533,75,1
9034,306,1
18442,306,1
18442,223,1
17173,273,2
17173,54,1
17173,170,1
17173,68,3
11023,134,1
11023,219,1
5098,306,2
5098,75,1
5534,273,1
5534,170,1
5534,54,1
3545,273,1
3545,68,3
10715,53,3
10715,169,1
6888,318,2
6366,68,3
6366,345,2
6366,54,1
8585,68,1
313,170,1
313,54,3
1262,273,1
1262,170,1
1262,54,1
571,179,2
571,170,1
571,273,5
571,68,9
571,345,1
15216,68,7
15216,273,4
16703,305,2
16703,75,1
250,345,2
250,219,1
250,75,2
250,134,1
250,54,2
250,306,2
15835,75,1
15835,306,2
2754,54,1
2754,68,2
12320,54,1
9225,170,1
6664,134,1
6664,219,1
17807,170,3
17807,54,1
17807,68,2
9614,170,1
9614,54,1
9219,318,1
13720,170,3
9148,68,1
415,170,19
415,54,19
415,204,2
415,83,2
5557,68,2
5557,170,18
5557,204,2
8735,54,2
8735,170,2
9395,54,2
14747,54,1
14747,170,2
4150,219,1
4150,134,1
11593,219,2
11593,134,2
8756,219,12
8756,134,11
18130,134,16
18130,219,16
4375,134,5
4375,219,5
17111,134,1
17111,219,1
16369,134,1
5302,219,2
5302,134,2
16239,68,1
9966,81,2
9966,202,2
14565,81,1
4748,202,2
4748,165,1
4748,81,2
5699,202,10
5699,81,6
14934,81,4
14934,202,4
2567,202,6
2567,81,9
6663,202,4
6663,81,2
9306,81,4
9306,202,2
4816,202,4
4816,81,2
4816,219,1
4816,134,1
11624,81,2
11624,202,2
8921,202,1
8921,81,1
8093,81,2
8093,202,3
9894,81,4
9894,202,4
11275,362,1
11275,360,4
14782,360,1
6658,202,6
6658,81,4
6658,68,2
6658,362,1
3223,81,2
5720,362,1
7491,202,2
7491,81,2
14327,55,1
6201,81,2
7997,82,1
7997,203,1
15495,183,1
15495,63,1
4617,219,1
4617,134,1
13595,134,1
13595,219,1
17493,179,1
17493,68,2
17493,345,2
17493,273,1
7322,179,1
7322,68,2
11302,170,2
11302,54,1
11302,68,1
11253,170,3
11253,54,3
9896,134,1
9896,219,1
16497,68,6
16497,170,2
16497,179,4
16497,273,2
17765,345,1
17765,179,1
17765,68,1
4950,179,1
4950,345,1
4950,68,2
4950,273,2
18432,273,1
9243,134,1
9243,306,1
9243,219,1
15507,68,1
15507,170,10
15507,273,1
6042,136,1
6042,54,6
6042,170,2
9215,54,2
13929,68,4
13929,273,2
13929,54,4
13929,306,2
6616,68,2
6616,273,2
8411,345,1
8411,170,1
8411,54,1
8411,273,1
315,40,1
315,54,2
315,170,2
315,155,1
556,68,8
2265,273,2
2265,345,1
2265,170,1
2265,54,1
2265,68,11
15310,273,1
15310,170,1
15310,54,1
732,54,2
1221,93,1
1221,68,1
1221,273,1
1221,345,1
1221,54,1
7501,54,1
7501,273,2
7501,68,2
3958,54,12
3958,40,4
12371,273,1
12371,345,1
14037,273,1
14037,68,2
18477,68,3
18477,155,1
18477,170,2
6221,170,8
6221,68,8
18356,170,8
2695,40,2
2695,54,4
13526,179,1
13526,345,1
13526,273,1
13526,68,1
9638,179,4
9638,68,4
9638,345,4
14817,345,1
14817,68,1
3432,273,1
3432,68,1
1675,312,3
1675,315,255
1675,235,258
1675,232,2
1675,307,1
1675,227,2
4782,228,1
4782,308,1
4782,229,1
4782,301,1
4782,309,1
4782,221,1
4782,307,1
4782,312,1
4782,234,1
4782,219,1
4782,314,1
4782,227,1
4782,232,1
4782,134,1
9617,307,1
9617,227,1
9617,232,1
9617,312,1
14160,232,2
14160,227,2
14160,307,2
14160,312,2
12351,134,2
12351,219,1
16098,313,1
16098,233,1
16098,312,2
16098,227,3
16098,232,2
16098,307,4
8600,312,2
8600,313,1
8600,232,2
8600,233,1
16118,312,2
16118,313,1
16118,233,1
16118,307,2
16118,232,2
4603,312,2
4603,232,4
4603,227,2
4603,315,331
4603,235,334
12977,307,3
12977,232,4
12977,315,323
12977,235,335
12977,312,6
1916,313,1
1916,227,2
1916,233,1
1916,232,2
1916,235,323
1916,312,2
1916,307,2
1916,315,300
13289,235,13
13289,315,13
12207,312,2
12207,233,1
12207,315,261
12207,232,2
12207,313,1
12207,235,287
6687,235,289
6687,315,275
15135,315,281
15135,235,303
15777,315,304
15777,235,314
11771,315,315
11771,233,1
11771,313,1
11771,235,316
11771,312,2
11771,232,2
822,235,207
822,315,191
15094,315,283
15094,235,290
5558,315,334
5558,235,346
5115,315,11
5115,235,12
14052,227,1
14052,232,1
14052,235,254
14052,315,236
7259,227,14
7259,307,14
7259,232,12
7259,312,12
15772,307,2
15772,227,2
15772,232,4
15772,312,4
1228,232,2
1228,227,2
10611,232,7
10611,307,3
10611,233,1
10611,313,1
10611,312,10
11272,312,1
11272,307,1
302,232,1
302,312,1
4930,307,1
4930,312,3
17623,235,148
17623,315,234
10024,315,235
10024,235,111
4305,227,2
4305,235,132
4305,315,234
4305,312,1
4305,307,1
4305,232,3
434,232,3
434,233,1
434,312,5
434,235,115
434,307,2
434,315,202
434,313,1
12332,312,1
12332,235,112
12332,307,1
12332,232,1
12332,315,184
3138,235,82
3138,315,167
4033,313,1
4033,315,281
4033,307,3
4033,227,1
4033,235,195
4033,232,6
4033,312,9
4033,233,1
2979,235,235
2979,315,324
16393,235,72
16393,315,121
17684,315,309
17684,232,1
17684,227,1
17684,235,246
8629,315,358
8629,235,288
14453,313,1
14453,235,275
14453,233,1
14453,315,319
14453,232,3
14453,312,3
15654,235,178
15654,315,256
14216,235,10
14216,315,14
11443,235,19
11443,232,1
11443,315,33
11443,312,1
8886,235,123
8886,315,196
8886,232,2
8886,312,2
983,235,80
983,315,156
12260,315,208
12260,235,148
13210,307,2
13210,227,4
13210,312,10
13210,235,141
13210,315,241
13210,232,2
18090,235,72
18090,315,139
15101,235,49
15101,315,110
17119,313,1
17119,235,83
17119,315,129
17119,312,7
17119,307,2
17119,227,2
17119,232,2
5600,235,106
5600,315,187
10919,232,3
10919,315,145
10919,235,90
10919,312,5
5689,315,148
5689,235,72
14727,313,1
14727,307,4
14727,312,8
14727,315,153
14727,235,69
3924,315,1
4477,235,104
4477,315,158
4477,312,1
4477,232,1
3965,235,162
3965,312,1
3965,232,1
3965,307,1
3965,315,235
3965,227,1
166,315,238
166,307,1
166,312,1
166,235,142
13532,301,1
13532,315,262
13532,134,1
13532,235,207
13532,219,1
10662,235,192
10662,315,293
11033,312,1
11033,315,150
11033,235,101
11033,307,1
9320,315,200
9320,235,116
9115,315,283
9115,235,189
6268,232,2
6268,235,231
6268,315,298
6268,312,2
10421,235,173
10421,315,228
15917,315,270
15917,235,208
1938,315,325
1938,235,264
8044,312,1
8044,232,1
8044,235,146
8044,315,248
8272,315,13
8272,235,5
16295,315,116
16295,235,56
11536,315,127
11536,235,59
14819,315,117
14819,235,58
9926,315,99
9926,235,44
3960,315,100
3960,235,52
15872,235,56
15872,315,136
17317,235,124
17317,315,235
10343,315,226
10343,235,131
12140,312,1
12140,235,138
12140,307,1
12140,315,229
11942,312,6
11942,307,4
11942,313,1
8100,227,2
8100,232,2
8100,307,2
8100,312,4
12956,227,4
12956,307,4
12956,312,14
12956,233,2
12956,313,2
12956,232,10
6009,312,2
8973,315,3
8973,235,2
11155,312,51
11155,227,21
11155,232,52
11155,307,13
11155,315,1
11155,235,1
11155,313,11
11155,233,9
1547,313,18
1547,312,80
1547,227,7
1547,233,17
1547,307,13
1547,232,45
12699,314,1
12699,232,48
12699,227,2
12699,313,15
12699,312,44
12699,233,17
12699,229,1
12699,234,1
12699,309,2
12699,307,2
10179,307,2
10179,227,4
10179,232,52
10179,233,20
10179,312,58
10179,313,26
6753,312,76
6753,233,3
6753,232,23
6753,227,20
6753,313,12
6753,307,9
5004,232,74
5004,313,37
5004,227,2
5004,307,33
5004,312,89
5004,233,32
1254,307,19
1254,227,21
1254,233,18
1254,312,35
1254,313,13
1254,232,3
10145,313,1
10145,232,4
10145,312,7
10145,307,2
5433,233,2
5433,312,10
5433,313,2
5433,307,4
5433,232,7
5433,227,1
8743,227,1
8743,307,1
8743,312,5
8743,232,5
9095,232,1
9095,227,1
16926,307,1
16926,232,4
16926,312,5
740,235,1
740,312,1
740,307,1
740,227,2
740,315,1
740,232,2
5995,314,1
5995,312,1
5995,313,1
5995,232,1
5995,307,1
5995,234,1
5995,233,1
3298,134,1
17159,55,1
17159,171,1
9178,45,1
9178,161,1
11837,161,1
3123,68,3
6712,54,1
6712,170,1
13821,219,1
13821,134,1
2409,170,1
2409,68,1
8192,54,1
6844,170,1
13820,170,1
13820,54,2
4060,54,1
16200,170,2
16200,54,2
13413,54,8
13413,170,9
13413,68,2
11182,170,7
9467,54,2
1651,219,1
1651,134,1
5122,68,1
5122,273,1
5122,345,1
5122,170,1
14709,75,3
14709,197,1
14709,305,2
14709,306,2
7578,75,1
9972,75,1
9972,197,1
7092,134,1
7092,219,1
14403,54,1
14403,223,1
14403,306,1
14403,170,1
9462,170,8
2360,170,1
16612,170,1
16612,306,1
16612,54,1
16612,222,2
4308,53,1
13945,306,1
13945,219,1
13945,134,1
9132,306,1
17940,170,1
17940,54,1
17940,345,1
17940,273,1
7927,54,1
7927,306,1
7927,170,1
7927,222,1
6645,170,3
6645,68,2
6645,54,1
1850,68,2
1850,170,1
3532,54,1
3532,170,1
5942,170,2
5942,68,2
7777,85,1
2134,207,1
2134,86,1
12532,207,1
12532,155,10
1111,170,3
2197,134,1
2197,219,1
9522,134,2
9522,219,1
5382,170,1
17419,54,4
17419,170,4
17099,170,10
17099,54,10
523,54,24
523,170,21
11101,54,1
2374,240,2
2374,170,3
12093,54,3
14006,87,2
14006,207,1
14006,83,2
14006,54,6
14006,170,6
14006,182,1
14006,86,1
14006,62,1
14006,209,2
14006,204,2
625,54,1
625,182,1
625,170,6
625,207,1
625,209,2
625,204,2
625,155,3
4335,170,2
13383,54,7
13383,170,7
3743,54,5
3743,170,5
770,54,4
770,170,5
13881,54,1
11211,54,2
11211,170,2
5417,54,4
5417,170,1
4817,54,3
4817,170,6
3620,83,2
3620,54,6
3620,62,1
3620,209,2
3620,207,1
3620,87,2
3620,204,2
3620,170,6
3620,86,1
3620,182,1
7794,209,2
7794,204,2
7794,170,6
7794,207,1
7794,182,1
7794,155,3
1068,170,2
6966,170,3
6966,54,3
5981,54,5
5981,170,5
8677,171,1
8677,81,2
8677,202,4
8677,55,2
7710,55,4
7710,171,5
2713,171,16
2713,55,9
17196,81,4
17196,202,2
17196,171,5
17196,55,5
13714,55,2
13714,171,2
8935,202,2
8935,81,4
10336,55,1
13042,81,2
13042,202,2
4203,81,10
4203,202,14
8768,55,2
8768,81,4
8768,171,1
8768,202,2
7799,202,9
7799,81,8
11448,55,1
11448,202,2
11448,81,2
1609,202,10
1609,81,8
1609,55,2
1609,171,1
14807,171,3
14807,55,2
13254,81,4
13254,202,4
16337,202,6
16337,81,6
14194,202,4
14194,55,2
14194,171,4
14194,81,2
6410,55,2
6410,171,2
12173,202,2
12173,171,1
12173,81,4
12173,55,1
6528,81,2
6528,219,1
6528,134,1
6528,202,4
2834,55,1
2834,202,2
2834,81,2
18109,70,1
18109,191,4
4824,55,8
4824,171,12
14399,171,1
14399,55,1
1161,55,8
1161,171,9
12397,81,2
12397,202,2
10824,202,4
10824,81,4
15141,202,4
15141,81,2
4841,171,3
4841,55,4
3933,360,1
14646,362,2
14646,360,5
8075,81,4
8075,68,2
8075,362,3
8075,360,3
8075,202,6
7641,360,4
7641,362,3
15214,362,2
15214,360,3
1978,360,1
1978,55,1
1978,362,1
9169,362,1
9169,360,2
6752,171,1
6752,55,1
6752,360,3
6752,362,2
15612,360,2
15612,171,1
15612,362,1
15612,55,1
16030,81,2
16030,202,2
5316,81,2
13953,232,2
13953,315,265
13953,307,2
13953,227,2
13953,233,1
13953,235,283
13953,313,1
13953,312,2
14567,232,2
14567,235,12
14567,312,2
14567,315,13
11487,232,2
11487,227,2
11487,312,3
11487,307,3
1219,232,2
1219,312,2
3259,227,1
3259,232,1
11165,235,93
11165,315,133
15458,235,12
15458,315,14
11835,219,1
11835,134,1
15753,80,1
15753,82,4
4360,82,20
4360,201,1
4360,80,1
4360,203,12
7595,82,28
7595,203,2
7025,82,26
7025,56,1
7025,203,4
7025,80,6
5922,172,1
5922,56,1
5922,201,1
5922,82,6
5922,80,3
5922,203,3
5089,80,4
5089,201,3
5089,82,6
11016,56,1
11016,80,1
11016,201,1
11016,203,13
11016,82,31
6182,201,3
6182,80,8
6182,82,2
8995,82,16
11127,203,1
11127,82,11
11534,80,1
11534,201,1
11534,82,8
12090,82,32
12090,203,2
4168,82,6
13956,82,34
13956,80,1
16187,201,3
16187,82,16
16187,203,6
16187,80,2
8586,82,30
8586,203,11
8586,80,2
17514,203,4
17514,82,6
4549,203,3
4549,82,12
1465,82,27
1465,203,1
5515,80,2
5515,201,1
5515,82,20
5515,203,2
321,82,2
321,203,2
13547,82,12
13547,203,6
5632,82,7
957,82,4
957,56,1
3774,203,1
3774,56,1
3774,82,12
3774,172,1
15413,203,20
15413,82,84
3000,82,6
3000,203,3
7356,82,12
7356,203,5
7356,80,3
2378,82,1
16610,82,32
16610,203,10
5471,82,14
5471,203,6
14993,82,8
14993,203,4
15043,56,1
15043,82,6
18434,82,14
15453,80,1
15453,82,42
15453,203,6
17908,203,1
17908,82,6
5295,203,2
5295,82,12
12815,203,5
12815,82,15
3897,82,17
3897,203,4
13451,201,1
13451,82,10
13451,80,2
13451,203,3
18102,82,4
18102,203,3
14660,80,1
14660,203,13
14660,201,2
14660,82,14
9537,82,2
907,82,10
17081,82,4
5588,82,10
5588,203,1
5588,80,2
3397,82,32
3397,203,24
5290,80,1
5290,203,3
5290,201,1
5290,82,8
9666,82,4
9666,203,2
12323,203,6
12323,82,6
588,203,4
588,82,6
588,201,4
588,80,6
7903,203,2
7903,82,26
7903,80,1
7831,172,1
7831,56,1
7831,203,1
7831,82,20
12919,82,4
12919,203,4
13645,82,4
12311,82,10
12311,203,1
1191,201,1
1191,80,2
1191,82,16
1191,203,14
64,56,1
1428,80,1
6442,203,1
6442,82,5
12864,203,10
12864,201,2
12864,82,10
12864,172,2
12864,80,2
12864,56,3
5425,203,10
5425,201,8
5425,82,37
5425,80,2
15397,203,13
15397,82,27
15397,80,2
15397,201,1
13583,80,1
7373,203,2
7373,82,16
2050,80,1
2050,203,3
2050,82,8
5707,82,16
5707,203,6
6524,134,1
13484,134,1
13484,219,1
1972,220,1
1972,135,1
1972,219,1
8933,135,1
8933,220,1
6035,68,1
11142,55,6
11142,171,8
7682,73,1
6254,195,1
6254,219,1
6254,134,1
6254,73,1
7845,73,1
14880,195,1
9868,202,1
15954,195,7
15954,73,4
15447,195,2
15447,73,1
15447,55,20
15447,171,40
16851,73,2
16851,195,1
2946,73,1
2946,195,1
2432,73,2
2432,195,2
11073,171,21
11073,55,20
18513,195,3
18513,73,4
1800,170,1
1800,226,1
1800,223,1
1800,306,1
1800,54,1
4687,170,2
4687,54,2
3456,222,1
3456,304,1
3456,170,9
3456,54,21
3456,345,2
3554,273,1
3554,222,1
3554,304,1
3554,54,21
3554,345,1
3554,170,20
1278,345,1
1278,170,1
1278,54,1
1278,273,1
6168,254,1
6168,170,1
6168,273,1
6168,54,1
4722,303,2
4722,219,1
4722,134,1
14165,304,1
14165,134,1
14165,219,1
18225,54,4
15567,68,1
11944,304,1
7401,345,2
7401,54,2
7538,87,1
7538,226,1
7538,222,1
14510,345,2
14510,54,1
14510,304,1
12928,273,1
10200,170,6
10200,54,7
10652,170,7
10652,54,5
12635,68,11
18198,207,1
18198,54,1
18198,170,9
18198,182,1
9002,182,1
9002,170,8
9002,207,1
12812,170,1
15111,54,1
2497,68,22
2497,170,25
2497,182,2
2497,207,2
2497,54,16
2030,54,117
2030,68,2
2030,170,38
17752,54,92
17752,182,1
17752,207,1
17752,170,33
17752,68,13
1520,68,1
7862,170,35
7862,182,2
7862,207,2
7862,54,64
7862,103,3
7862,68,25
961,54,155
961,170,32
961,68,1
17606,170,40
17606,54,109
15172,207,1
15172,182,1
15172,170,32
15172,68,12
15172,54,60
15621,103,1
15621,170,39
15621,68,27
15621,54,43
15621,182,2
15621,207,2
7070,68,11
7070,182,1
7070,207,1
7070,170,52
7070,54,104
8901,103,1
8901,170,93
8901,68,13
8901,182,1
8901,207,1
8901,54,140
7688,103,4
7688,54,59
7688,170,39
7688,182,1
7688,207,1
7688,68,13
10436,103,1
10436,68,24
10436,182,3
10436,170,37
10436,207,3
10436,54,38
10708,207,2
10708,182,2
10708,103,2
10708,68,24
10708,170,35
10708,54,61
2383,182,1
2383,68,12
2383,170,36
2383,103,1
2383,54,85
2383,207,1
13074,68,24
13074,54,32
13074,207,2
13074,170,27
13074,182,2
13573,207,1
13573,182,1
13573,68,9
13573,170,7
13573,54,4
6887,103,1
6887,219,1
6887,207,2
6887,68,8
6887,134,1
6887,54,36
6887,182,2
6887,170,19
15574,68,2
15574,170,2
15574,54,1
6460,170,2
6460,54,1
8298,54,3
8298,170,6
8298,68,1
14493,170,1
14493,68,1
5737,219,1
5737,54,1
5737,134,1
5737,170,3
4356,54,1
4356,170,4
18518,219,1
18518,134,1
15301,219,1
15301,170,1
15301,134,1
16331,170,6
16331,68,1
16331,54,5
2243,68,1
2243,170,2
12268,54,5
12268,182,1
12268,170,5
12268,62,1
7635,170,5
7635,182,1
16174,54,1
16174,170,1
4244,170,3
4244,54,1
4244,280,1
15863,170,12
15863,54,8
13925,170,2
10295,239,1
10295,170,2
10295,54,12
10295,318,1
6788,182,1
6788,209,10
6788,239,2
6788,170,34
6788,207,1
3573,209,1
12367,62,1
12367,87,10
12367,54,10
12367,209,11
12367,182,1
12367,170,10
5766,182,1
5766,209,7
5766,170,10
3302,318,1
12404,62,1
12404,209,18
12404,170,16
12404,182,1
12404,54,16
12404,87,18
14749,170,16
14749,209,18
14749,182,1
7869,170,6
10515,239,1
10515,318,1
6053,134,1
6053,219,1
11238,134,2
11128,134,1
11128,219,1
3190,134,2
1279,134,1
12994,219,10
12994,134,10
15300,134,1
15300,221,1
15300,301,1
17214,227,4
17214,307,4
9398,307,1
13488,227,1
13488,307,2
9582,307,1
9582,227,1
13829,221,1
9704,219,1
9704,134,1
11482,134,1
16157,76,1
5991,203,2
5991,82,2
14928,80,6
3290,80,1
3290,201,1
3290,198,2
3290,82,1
3290,203,1
3290,68,2
4934,82,1
4934,80,1
18361,80,1
18361,82,1
18361,203,1
18361,201,1
9574,82,2
9574,203,4
4711,82,11
4711,203,14
3120,82,2
3120,203,3
13479,80,2
13479,201,2
13479,203,21
13479,82,19
18208,203,1
18208,201,14
18208,80,17
18208,76,1
18208,198,2
18208,82,2
6172,201,6
6172,82,5
6172,80,5
6172,203,5
18236,201,2
18236,80,2
18236,203,2
18236,82,2
9333,201,10
9333,80,17
12199,80,2
12199,201,2
12199,203,4
12199,82,4
17239,201,10
17239,82,22
17239,80,21
17239,203,13
4192,82,2
4192,80,2
4238,82,3
4238,203,3
9998,201,71
9998,111,2
9998,80,57
9303,203,3
9303,8,2
9303,201,3
9303,141,2
9303,82,6
9303,68,3
11129,203,3
11129,82,3
11129,80,1
15825,82,9
15825,80,3
1417,82,30
1417,201,11
1417,80,14
1417,203,25
3393,80,4
3393,201,2
3393,203,15
3393,68,1
3393,82,11
4006,201,1
4006,82,1
4006,80,1
4006,203,7
3139,201,1
3139,80,23
1200,80,8
1200,201,13
11840,219,1
11840,134,1
11840,201,2
11840,80,1
9345,80,13
9345,201,8
16752,201,2
15690,203,8
15690,80,16
15690,82,8
15690,201,20
16156,80,1
16156,82,5
16156,203,4
17687,80,1
17687,201,1
16237,201,10
16237,82,7
16237,203,7
16237,80,7
6575,201,1
6575,80,2
14206,82,3
14206,203,1
14206,80,2
14206,201,2
113,82,10
113,80,6
113,201,1
113,203,4
6435,80,1
6435,82,3
16989,203,3
16989,8,2
16989,80,7
16989,68,5
16989,134,1
16989,141,2
16989,201,4
16989,219,1
16989,198,2
16989,82,5
8893,80,4
14513,80,1
14513,201,1
691,80,4
691,201,1
4958,80,2
4958,82,1
4958,201,1
16475,82,2
16475,201,1
16475,203,2
3146,201,3
3146,203,4
3146,82,4
3146,80,17
18230,201,1
18230,80,9
60,80,7
60,82,1
12521,80,1
12521,201,1
12671,80,1
6832,80,1
6832,203,1
6832,82,2
2742,80,2
8218,80,9
8218,82,12
8218,203,1
12258,80,4
12258,82,8
12258,203,5
7285,80,8
7847,82,2
7847,80,1
12856,80,5
12856,201,1
9519,203,3
9519,82,6
9519,80,2
2170,82,3
2170,80,1
2170,203,3
2170,201,1
16433,201,2
16433,203,4
16433,80,1
16433,82,2
5335,80,5
5335,82,15
5335,203,9
5335,201,1
7620,203,3
7620,82,9
7620,80,4
9820,80,4
9820,201,1
9820,203,9
9820,82,12
3192,80,4
3192,201,1
3192,203,4
3192,82,12
16212,80,2
16212,82,6
16212,203,2
2866,82,30
2866,201,3
2866,80,10
2866,203,9
18215,203,8
18215,82,24
18215,80,8
18215,201,1
6452,80,5
6452,82,1
6452,203,1
977,80,4
977,203,1
977,82,8
18083,80,1
18083,82,3
18083,203,1
1642,201,1
1642,80,5
3955,80,4
3955,201,1
15669,56,3
13284,56,2
13284,172,4
16482,172,2
16482,178,1
16482,68,1
14787,80,1
16912,201,3
16912,80,2
12652,80,1
12652,201,1
16789,80,1
16789,201,2
2633,201,2
2633,80,4
6859,201,29
6859,25,1
6859,111,14
6859,80,32
12854,25,1
12854,111,6
12854,201,11
12854,80,16
16847,80,2
12239,201,5
12239,80,4
8446,201,1
8446,80,1
18299,201,1
18299,80,3
1007,80,1
5225,80,3
2612,80,2
2612,201,1
11500,80,4
5120,201,1
5120,80,3
12819,201,1
12819,80,2
14067,134,1
2830,219,1
2830,134,1
7914,219,1
7914,134,2
1735,134,1
1735,219,1
2894,15,1
10254,149,3
10254,15,2
13592,134,1
2327,75,2
14878,219,1
14878,134,1
14878,306,2
18137,306,1
11411,273,1
11411,54,1
18364,197,1
18364,306,1
16892,75,3
16892,305,1
16892,306,1
1546,306,2
1546,75,3
7325,222,1
7325,197,2
7325,75,3
7325,306,1
8979,75,1
8979,306,2
10176,223,1
10176,75,2
10176,306,1
16751,306,1
16751,197,1
16751,75,1
16751,222,1
3655,75,2
3404,305,2
3404,75,2
3404,306,2
8275,75,1
8275,54,1
8275,197,1
8275,170,1
8275,345,1
8275,273,1
8275,306,2
17397,306,4
17397,197,1
17397,75,1
16918,222,2
16918,75,2
16918,306,2
4746,54,1
466,54,2
466,170,3
15047,86,1
15047,83,2
15047,182,1
15047,207,1
15047,204,2
15047,170,16
15047,62,1
15047,54,16
11897,204,2
11897,182,1
11897,207,1
11897,170,16
12615,170,2
12615,54,3
4537,54,1
7834,202,2
7834,81,2
7465,70,1
7465,191,2
4938,81,2
7459,81,4
7459,202,4
3856,202,2
3856,191,2
3856,81,2
4487,81,12
4487,202,14
9487,202,8
9487,81,13
8006,81,45
8006,202,38
14418,81,2
14418,202,2
806,165,1
806,81,6
806,49,3
806,202,10
1722,81,9
1722,202,6
7038,134,1
7038,219,1
13537,167,2
13537,51,2
6205,202,2
6205,81,4
3836,219,1
3836,134,1
3836,81,2
3836,202,4
6263,202,2
6263,81,2
6341,202,1
6341,81,1
5702,202,4
5702,81,2
3230,202,4
3230,81,4
12891,81,1
